name,key,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,extensions,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,scientificName,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,geodeticDatum,class,countryCode,country,rightsHolder,recordNumber,identifier,municipality,datasetName,collectionCode,gbifID,language,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,modified,locality,http...unknown.org.http_..rs.tdwg.org.dwc.terms.Identification,otherCatalogNumbers,http...unknown.org.http_..rs.gbif.org.terms.1.0.Multimedia,elevation,elevationAccuracy,coordinateUncertaintyInMeters,references,verbatimEventDate,verbatimLocality,taxonID,http...unknown.org.occurrenceDetails,rights,identificationID,continent,eventTime,fieldNotes,habitat,nomenclaturalCode,institutionID,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,individualCount,higherGeography,http...unknown.org.http_..rs.tdwg.org.dwc.terms.ResourceRelationship,higherClassification,nomenclaturalStatus,bibliographicCitation,fieldNumber,eventRemarks,georeferenceProtocol,typeStatus,identificationRemarks,georeferenceSources,http...unknown.org.http_..rs.tdwg.org.dwc.terms.MeasurementOrFact,acceptedNameUsageID,http...unknown.org.http_..rs.gbif.org.terms.1.0.Description,datasetID,verbatimTaxonRank,organismID,accessRights,verbatimCoordinateSystem,georeferencedDate,establishmentMeans,previousIdentifications,typifiedName,http...unknown.org.http_..rs.gbif.org.terms.1.0.Identifier,waterBody,locationID,eventID,taxonRemarks,dynamicProperties,X[[i]]
Ceiba,1143333150,-23.141701,-49.475601,gass84,e5080aa7-f479-41f0-bb89-278feafd3cda,b035747d-16a4-46e1-b599-599d43e1acc9,none,41af1a06-4411-437c-b83a-e5f326755d5a,BR,DWC_ARCHIVE,2017-10-08T06:21:31.254+0000,2015-10-02T19:52:33.522+0000,43,none,UNKNOWN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Sp,NA,NA,NA,NA,2018-07-07T19:11:11.301+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Public,NA,117990002,Bernardino de Campos,SinBIOTA,NA,1143333150,pt_BR,117990002,Event,11799,Luis Vicente Brandolise Bufo,NA,Biota/FAPESP Program,NA,NA,2006-01-12T00:00:00.000+0000,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,9399866,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,Alto Paranapanema,11004,NA,NA,NA,NA
Ceiba erianthos,1848897139,-10,-55,rdativ,7b9a08ea-f762-11e1-a439-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,none,6038e54e-f762-11e1-a439-00145eb45e9a,DE,BIOCASE,2018-10-16T15:23:49.899+0000,2018-06-12T18:58:00.834+0000,91,none,PRESERVED_SPECIMEN,8075191,6,7707728,220,941,6685,3152218,8075191,8075191,Ceiba erianthos K.Schum.,Ceiba erianthos K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba erianthos,Ceiba,erianthos,SPECIES,ACCEPTED,NA,NA,NA,NA,NA,NA,2018-07-07T23:24:32.122+0000,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,NA,NA,NA,NA,NA,BSMvplantscoll,1848897139,NA,http://id.snsb.info/snsb/collection/503941/625210/282718,NA,M-0211624 / 625210 / 282718,"Martius, C.F.P. von",SNSB-M,NA,NA,NA,NA,NA,NA,NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""http://pictures.snsb.info/BSMvplantscoll/web/M-0211/M-0211624_20130410_132709.jpg"",
  ""http://purl.org/dc/terms/license"" : ""CC BY-SA 4.0"",
  ""http://purl.org/dc/terms/format"" : ""jpg"",
  ""http://purl.org/dc/terms/references"" : ""http://zoomview.snsb.info/BSMvplantscoll/M-0211/M-0211624_20130410_132709.html"",
  ""http://purl.org/dc/terms/description"" : null
} ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOTATYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eriodendron leiantherum DC.; nom. illeg.,NA,NA,NA,NA,NA,NA,NA
Ceiba pentandra,1930509798,-9.33,-69,"gass84,iddatunl",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,none,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2018-10-19T14:46:26.508+0000,2018-10-19T14:48:20.009+0000,92,none,PRESERVED_SPECIMEN,5406697,6,7707728,220,941,6685,3152218,5406697,5406697,Ceiba pentandra (L.) Gaertn.,Ceiba pentandra (L.) Gaertn.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba pentandra,Ceiba,pentandra,SPECIES,ACCEPTED,1934-01-01T00:00:00.000+0000,Acre,NA,NA,NA,NA,2018-10-19T14:53:10.616+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,The New York Botanical Garden,5648,c1e425c8-3b99-409a-92c3-d39eee6be1ba,NA,Vascular plants,NY,1930509798,en,c1e425c8-3b99-409a-92c3-d39eee6be1ba,PhysicalObject,867341,B. A. Krukoff,NY,NA,NA,A. C. Smith,NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).",NA,NA,NA,NA,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987404,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,On terra firma.,ICN,http://biocol.org/urn:lsid:biocol.org:col:15556,0,NA,separate fruit,0,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Label,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba crispiflora,1848897235,-10,-55,rdativ,7b9a08ea-f762-11e1-a439-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,none,6038e54e-f762-11e1-a439-00145eb45e9a,DE,BIOCASE,2018-10-16T15:23:49.802+0000,2018-06-12T18:58:00.844+0000,91,none,PRESERVED_SPECIMEN,7730107,6,7707728,220,941,6685,3152218,7730107,7730107,"Ceiba crispiflora (Humb., Bonpl. & Kunth) Ravenna","Ceiba crispiflora (Humb., Bonpl. & Kunth) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba crispiflora,Ceiba,crispiflora,SPECIES,ACCEPTED,NA,NA,NA,NA,NA,NA,2018-07-07T23:24:32.114+0000,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,NA,NA,NA,NA,NA,BSMvplantscoll,1848897235,NA,http://id.snsb.info/snsb/collection/503964/625233/282741,NA,M-0211647 / 625233 / 282741,"Döllinger, F.",SNSB-M,NA,NA,NA,NA,Brasilia prope Rio de Janeiro.,NA,NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""http://pictures.snsb.info/BSMvplantscoll/web/M-0211/M-0211647_20130410_095713.jpg"",
  ""http://purl.org/dc/terms/license"" : ""CC BY-SA 4.0"",
  ""http://purl.org/dc/terms/format"" : ""jpg"",
  ""http://purl.org/dc/terms/references"" : ""http://zoomview.snsb.info/BSMvplantscoll/M-0211/M-0211647_20130410_095713.html"",
  ""http://purl.org/dc/terms/description"" : null
} ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOTATYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chorisia crispiflora Kunth,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1090490153,-10.833333,-39.533333,gass84,bc81e05b-ed51-46ba-a0a4-90fbae9b5545,c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:08:34.919+0000,2017-12-29T14:28:32.017+0000,113,none,PRESERVED_SPECIMEN,8198457,6,7707728,220,941,6685,3152218,7813916,7813916,Chorisia glaziovii (Kuntze) E.Santos,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Chorisia,glaziovii,SPECIES,SYNONYM,NA,Bahia,NA,NA,NA,NA,2018-07-07T04:56:36.586+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,10538,BRA:CEPLAC:CEPEC:0000098315,ribeira do pombal,CEPEC - Herbário do Centro de Pesquisas do Cacau,CEPEC,1090490153,pt,BRA:CEPLAC:CEPEC:0000098315,Collection,98315,M. L. Guedes,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Ambiente: Caatinga. Habito: Árvore > 5m,M. L. Guedes,NA,"Noroeste, Ribeira do Pombal, caminho para Ribeira do Amparo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba pubiflora,1087244151,0,0,"cucdmis,gass84,iddatunl,zerocd",d82d5a18-0428-4e52-be16-f509153e8126,e97090cb-7731-41c7-ac24-31a841730654,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:51:30.211+0000,2018-03-06T19:35:07.030+0000,108,none,PRESERVED_SPECIMEN,7361253,6,7707728,220,941,6685,3152218,7361253,7361253,Ceiba pubiflora K.Schum.,Ceiba pubiflora K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba pubiflora,Ceiba,pubiflora,SPECIES,ACCEPTED,2017-09-01T00:00:00.000+0000,Goiás,NA,NA,NA,NA,2018-07-07T12:58:57.223+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UB - Herbário da Universidade de Brasília,11105,BRA:UnB:UB:0000021013,NA,UB - Herbário da Universidade de Brasília,UB,1087244151,pt,BRA:UnB:UB:0000021013,Collection,21013,"Heringer, EP",UnB,Universidade de Brasília (UnB),.,"Yoshikawa, VN",NA,NA,NA,NA,NA,9999,0,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba,1143333672,-21.1786,-49.143101,gass84,e5080aa7-f479-41f0-bb89-278feafd3cda,b035747d-16a4-46e1-b599-599d43e1acc9,none,41af1a06-4411-437c-b83a-e5f326755d5a,BR,DWC_ARCHIVE,2017-10-08T06:21:31.509+0000,2015-10-02T19:52:33.868+0000,43,none,UNKNOWN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Sp,NA,NA,NA,NA,2018-07-07T19:11:11.112+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Public,NA,119860002,Catiguá,SinBIOTA,NA,1143333672,pt_BR,119860002,Event,11986,Luis Vicente Brandolise Bufo,NA,Biota/FAPESP Program,NA,NA,2006-01-20T00:00:00.000+0000,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,9399866,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,Turvo/Grande,11175,NA,NA,NA,NA
Ceiba,1143333441,-22.6886,-51.5536,gass84,e5080aa7-f479-41f0-bb89-278feafd3cda,b035747d-16a4-46e1-b599-599d43e1acc9,none,41af1a06-4411-437c-b83a-e5f326755d5a,BR,DWC_ARCHIVE,2017-10-08T06:21:31.436+0000,2015-10-02T19:52:33.725+0000,43,none,UNKNOWN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Sp,NA,NA,NA,NA,2018-07-08T02:06:26.321+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Public,NA,119280005,Bernardino de Campos,SinBIOTA,NA,1143333441,pt_BR,119280005,Event,11928,Luis Vicente Brandolise Bufo,NA,Biota/FAPESP Program,NA,NA,2006-01-20T00:00:00.000+0000,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,9399866,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,Alto Paranapanema,11110,NA,NA,NA,NA
Ceiba crispiflora,1848897157,-10,-55,rdativ,7b9a08ea-f762-11e1-a439-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,none,6038e54e-f762-11e1-a439-00145eb45e9a,DE,BIOCASE,2018-10-16T15:23:49.807+0000,2018-06-12T18:58:00.830+0000,91,none,PRESERVED_SPECIMEN,7730107,6,7707728,220,941,6685,3152218,7730107,7730107,"Ceiba crispiflora (Humb., Bonpl. & Kunth) Ravenna","Ceiba crispiflora (Humb., Bonpl. & Kunth) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba crispiflora,Ceiba,crispiflora,SPECIES,ACCEPTED,NA,NA,NA,NA,NA,NA,2018-07-07T23:24:32.133+0000,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,NA,NA,NA,NA,NA,BSMvplantscoll,1848897157,NA,http://id.snsb.info/snsb/collection/503965/625234/282742,NA,M-0211648 / 625234 / 282742,"Pohl, J.B.E.",SNSB-M,NA,NA,NA,NA,Brasilia.,NA,NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""http://pictures.snsb.info/BSMvplantscoll/web/M-0211/M-0211648_20130410_095904.jpg"",
  ""http://purl.org/dc/terms/license"" : ""CC BY-SA 4.0"",
  ""http://purl.org/dc/terms/format"" : ""jpg"",
  ""http://purl.org/dc/terms/references"" : ""http://zoomview.snsb.info/BSMvplantscoll/M-0211/M-0211648_20130410_095904.html"",
  ""http://purl.org/dc/terms/description"" : null
} ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOTATYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chorisia crispiflora Kunth,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1848897147,-10,-55,rdativ,7b9a08ea-f762-11e1-a439-00145eb45e9a,0674aea0-a7e1-11d8-9534-b8a03c50a862,none,6038e54e-f762-11e1-a439-00145eb45e9a,DE,BIOCASE,2018-10-16T15:23:49.985+0000,2018-06-12T18:58:00.846+0000,91,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,NA,NA,NA,NA,NA,NA,2018-07-07T23:24:32.163+0000,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,NA,NA,NA,NA,NA,BSMvplantscoll,1848897147,NA,http://id.snsb.info/snsb/collection/503954/625223/282731,NA,M-0211637 / 625223 / 282731,"Pohl, J.B.E.",SNSB-M,NA,NA,NA,NA,Brasiliae.,NA,NA,"[ {
  ""http://purl.org/dc/terms/identifier"" : ""http://pictures.snsb.info/BSMvplantscoll/web/M-0211/M-0211637_20130410_093404.jpg"",
  ""http://purl.org/dc/terms/license"" : ""CC BY-SA 4.0"",
  ""http://purl.org/dc/terms/format"" : ""jpg"",
  ""http://purl.org/dc/terms/references"" : ""http://zoomview.snsb.info/BSMvplantscoll/M-0211/M-0211637_20130410_093404.html"",
  ""http://purl.org/dc/terms/description"" : null
} ]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOTATYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chorisia speciosa A.St.-Hil.,NA,NA,NA,NA,NA,NA,NA
Ceiba,1143333759,-21.1569,-49.620602,gass84,e5080aa7-f479-41f0-bb89-278feafd3cda,b035747d-16a4-46e1-b599-599d43e1acc9,none,41af1a06-4411-437c-b83a-e5f326755d5a,BR,DWC_ARCHIVE,2017-10-08T06:21:31.528+0000,2015-10-02T19:52:33.981+0000,43,none,UNKNOWN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Sp,NA,NA,NA,NA,2018-07-08T02:06:30.424+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Public,NA,120270001,Mendonça,SinBIOTA,NA,1143333759,pt_BR,120270001,Event,12027,Flaviana Maluf de Souza,NA,Biota/FAPESP Program,NA,NA,2006-01-24T00:00:00.000+0000,NA,NA,NA,NA,NA,NA,NA,NA,NA,_,9399866,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,334,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open Access,NA,NA,NA,NA,NA,NA,Tietê/Batalha,11229,NA,NA,NA,NA
Ceiba glaziovii,1090486963,-13.565833,-41.606667,gass84,bc81e05b-ed51-46ba-a0a4-90fbae9b5545,c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:08:23.534+0000,2017-12-29T14:28:23.356+0000,113,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,NA,Bahia,NA,NA,NA,NA,2018-07-07T04:56:27.445+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,CEPEC - Herbário do Centro de Pesquisas do Cacau,54038,BRA:CEPLAC:CEPEC:0000094719,rio de contas,CEPEC - Herbário do Centro de Pesquisas do Cacau,CEPEC,1090486963,pt,BRA:CEPLAC:CEPEC:0000094719,Collection,94719,R. M. Harley,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Ambiente: Caatinga. Solo aaranjado. Habito: Árvore maior que 5m e menor 20m,R. M. Harley,NA,"Fazenda Veredas, ca. 7Km de Jussiape, a estrada pra Rio de Contas.",NA,NA,NA,524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1228386051,-10.8339,-52.8731,gass84,90c853e6-56bd-480b-8e8f-6285c3f8d42b,7b8aff00-a9f8-11d8-944b-b8a03c50a862,none,3b84ff5b-79ce-427c-acb7-b4004e160f66,US,DWC_ARCHIVE,2018-06-01T19:13:02.762+0000,2018-06-01T19:13:03.336+0000,76,none,PRESERVED_SPECIMEN,6057259,6,7707728,220,941,6685,3152218,8688929,8688929,Chorisia speciosa A.St.-Hil.,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Chorisia,speciosa,SPECIES,SYNONYM,NA,NA,NA,NA,NA,NA,2018-07-06T20:46:23.423+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,The Field Museum of Natural History,NA,1c83c174-4ea1-4649-9098-809ff09c1104,NA,NA,Botany,1228386051,en,1c83c174-4ea1-4649-9098-809ff09c1104,PhysicalObject,V0052123F,A. Saint-Hilaire,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,ICBN,F,NA,NA,NA,NA,NA,Botany,NA,"South America, BRAZIL",NA,Plantae Spermatophyta Dicotyledoneae Bombacaceae,NA,NA,NA,NA,NA,TYPE,NA,NA,NA,NA,NA,seeds-01-june-2018,NA,332204,http://fieldmuseum.org/about/copyright-information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba jasminodora,1228516965,-10.8339,-52.8731,gass84,90c853e6-56bd-480b-8e8f-6285c3f8d42b,7b8aff00-a9f8-11d8-944b-b8a03c50a862,none,3b84ff5b-79ce-427c-acb7-b4004e160f66,US,DWC_ARCHIVE,2018-06-01T19:13:10.419+0000,2018-06-01T19:13:10.430+0000,76,none,PRESERVED_SPECIMEN,8315101,6,7707728,220,941,6685,3152218,8659193,8659193,Ceiba sipolisii K.Schum. & Schwacke,Ceiba jasminodora K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba jasminodora,Ceiba,sipolisii,SPECIES,SYNONYM,NA,NA,NA,NA,NA,NA,2018-07-06T20:46:09.315+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,The Field Museum of Natural History,18893,245d4fe9-09a8-45fe-9d89-cae3d5911981,NA,NA,Botany,1228516965,en,245d4fe9-09a8-45fe-9d89-cae3d5911981,PhysicalObject,NA,A. F. M. Glaziou,F,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,ICBN,F,NA,NA,NA,NA,NA,Botany,NA,"South America, BRAZIL",NA,Plantae Spermatophyta Dicotyledoneae Bombacaceae,NA,NA,NA,NA,NA,ISOLECTOTYPE,NA,NA,NA,NA,NA,seeds-01-june-2018,NA,246127,http://fieldmuseum.org/about/copyright-information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1840925183,0,0,"cucdmis,gass84,iddatunl,zerocd",3345dcbc-a43d-4307-9cd8-084cb293d6bb,99e6e602-8dbd-46fe-aebb-ab1993168565,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:24:03.706+0000,2018-05-05T12:07:13.362+0000,119,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2007-02-01T00:00:00.000+0000,Minas Gerais,NA,NA,NA,NA,2018-07-07T18:26:33.614+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,"OUPR - Herbário ""Professor José Badini""",s.n.,BRA:UFOP:OUPR:0000002396,Ouro Preto,"OUPR - Herbário ""Professor José Badini""",OUPR,1840925183,pt,BRA:UFOP:OUPR:0000002396,Collection,2396,"Badini, J.",UFOP,Universidade Federal de Ouro Preto (UFOP),Árvore. Flores róseas. Cultivada.,"Duarte, M.C.",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1802874396,-20.754444,-42.882222,gass84,197e1421-7932-46a9-b227-0405ed5a4304,f02c4182-d31e-45d8-9270-7e06870b497a,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-11T11:48:23.658+0000,2018-01-13T11:50:51.787+0000,128,none,PRESERVED_SPECIMEN,6057259,6,7707728,220,941,6685,3152218,8688929,8688929,Chorisia speciosa A.St.-Hil.,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Chorisia,speciosa,SPECIES,SYNONYM,NA,Mg,NA,NA,NA,NA,2018-07-07T22:11:31.597+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Funed-Pol - Coleção de lâminas de grãos de pólen,NA,BRA:FUNED:FUNED-POL:0000003664,Viçosa,Funed-Pol - Coleção de lâminas de grãos de pólen,FUNED-POL,1802874396,pt,BRA:FUNED:FUNED-POL:0000003664,Collection,3664,Sandra Matoso,FUNED,Fundação Ezequiel Dias (FUNED),NA,NA,NA,Mata da Biologia/Viçosa/UFV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
