datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	28952	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					9367		"L. Kollmann"	2006	09	29				Brasil	"Espírito Santo"	"São Roque do Canaã"	Saude	-40.614167	-19.702222																
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	30266	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					4086		"V. Demuner"	2007	05	29				Brasil	"Espírito Santo"	"Santa Leopoldina"	"Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (trilha da casa)."	-40.442222	-20.107778					150	150									"Árvore 19m, fuste 14m, Dap 35cm, sépalas verdes, pétalas brancas, estames azuis. Interior de mata."	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	30349	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					4179		"V. Demuner"	2007	06	12				Brasil	"Espírito Santo"	Marilândia	"Liberdade, propr.: Deoclécio. Lorenccini"	-40.515278	-19.354444					250	250									"Árvore 12m, fuste 7m, Dap 35cm, botões florais verdes. Interior de mata."	
"2016-10-19 15:01:24-02"	MBML	MBML-HERBARIO	31740	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/IX-2016"					3363		"R.R. Vervloet"	2007	08	30				Brasil	"Espírito Santo"	"Santa Leopoldina"	"Colina Verde, Morro do Agudo, D. Maria"	-40.43	-20.095556					150	150									"Árvore 7m, frutos imaturos de cor verde vináceos. Ambiente rupestre."	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	32720	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/Julho-2011"					1038		"L. F. S. Magnago"	2006	05	18				Brasil	"Espírito Santo"	"Santa Leopoldina"	"Morro Agudo, Prop.: Dona Maria"	-40.431667	-20.093889					150	150									"Árvore 14m de alt. DAP 27cm. Fuste 4m de alt. Frutos verdes. Mata em fundo de vale."	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	4590	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					1175		"W. Boone"	1988	05	05				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Cinco de Novembro"	-40.6325	-19.8375															"Arvoreta +/- 6m, tombada à beira do leito do rio, botões florais verdes, heliofila, flores de cálice verde, corola branca com a base das pétalas vinho na parte interna, pétalas com pêlos aveludados externamente, flores in herb em 24/05/1988, mesma árvore"	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	5196	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					2549		"H. Q. Boudet Fernandes"	1988	09	22				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Cinco de Novembro"	-40.6325	-19.8375															"Arvoreta 5m, com acúleos, caule 30cm de diâmetro, ramificado desde a base, frutos verdes e maduros, liberando sementes, em fase de brotação foliar, ao sol. Em barranco pedregoso à margem do rio. Planta coletada em flor (W. Boone 1175). Herb."	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	5743	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					2825		"H. Q. Boudet Fernandes"	1989	09	08				Brasil	"Espírito Santo"	"Nova Venécia"	"Todos os Santos"	-40.400278	-18.710833															"Árvore 6m. Tronco de base intumecida, aculeado, frutos marrons."	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	6933	"Ceiba erianthos"		Plantae				Bombacaceae	Ceiba	erianthos			"J.G. Carvalho Sobrinho/2011"					1175		"W. Boone"	1988	05	24				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio 5 de Novembro, Barra do Córrego Valsugana"	-40.6325	-19.8375															"Arvoreta +/- 6m, tombada à beira do leito do rio, heliófila, flores de cálice verde, corola branca com a base das pétalas vinho na parte interna, pétalas com pêlos aveludados externamente."	
"2014-10-23 13:46:25-02"	MBML	MBML-HERBARIO	703	"Ceiba pubiflora"		Plantae				Bombacaceae	Ceiba	pubiflora			"J.G. Carvalho Sobrinho/2011"					1981		"H. Q. Boudet Fernandes"	1986	05	14				Brasil	"Espírito Santo"	"São Roque do Canaã"	"(Santa Teresa) Barra de Santa Júlia"	-40.665833	-19.658889															"Árvore 20m, fuste 4m X 1m, com acúleos, flores aromáticas, visitadas por abelhas e bejia-flores, pétalas róseas com a base amarelada, heliófila, isolada em uma residência a beira da estrada, próximo a capela de Santa Júlia."	
"2017-02-22 11:59:51-03"	MN	R-TIPOS	7745	"Ceiba sipolisii"	S	Plantae				Bombacaceae	Ceiba	sipolisii		"K. Schum."	"Santos, E."	1968	04	19	Isosyntypus	18893		"Glaziou, A.F.M."	1892	03	26				Brasil	"Minas Gerais"	Diamantina		0	0	-43.6003	-18.2494	101169													R000007745
"2017-04-06 16:52:04-03"	IBt	SP	244515	Ceiba	S	Plantae				Malvaceae	Ceiba									20		"Rodrigues, EHA"	1990	05	17				Brasil	"São Paulo"	"São Paulo"		0	0	-46.63	-23.54	53584													
"2016-12-15 17:11:17-02"	IBt	SP	205281	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E.Gibbs & Semir"						967		"Pereira, BAS"	1984	04	25				Brasil	"Distrito Federal"	Brasília		0	0	-47.9297	-15.7797	70570													
"2017-04-06 16:52:04-03"	IBt	SP	238086	"Ceiba samauma"	S	Plantae				Malvaceae	Ceiba	samauma		"(Mart.) K.Schum."						33868		"Nee, M"	1987	01	29				Bolívia	"Santa Cruz"	"Andrés Ibáñez"		-63.2	-17.783333					420	420										
"2017-02-20 14:48:59-03"	UFSC	FLOR	47297	"Ceiba glaziovii"	S	Plantae			Malvales	Malvaceae	Ceiba	glaziovii		"(Kuntze) K. Schum"	"Carvalho-Sobrinho, JG"	2002	08	16		7303		"Queiroz, LP de; Correia, C; Costa, J; Nascimento, JC"	2002	08	06				Brasil	Bahia	Itiúba	"Serra de Itiúba"	-39.812778	-10.681944															"Tronco estriado cinza e verde om acúleos cônicos. Folíolos coriácea levemente discolores; árvore, 10m altura; caatinga arbórea"	FLOR0047297
"2017-02-20 14:48:59-03"	UFSC	FLOR	49477	"Ceiba glaziovii"	S	Plantae			Malvales	Malvaceae	Ceiba	glaziovii		"(Kuntze) K. Schum"	"Miranda, AM"	2011	10	06		6389		"Miranda, AM; Gadelha, F; et alii"	2011	09	29				Brasil	Pernambuco	Caruaru		0	0	-35.9761	-8.28333	35136												"muito ramificada, tronco entumecido, muito aculeado. Ocasional; árvore, flor brancas, 6m altura; Caatinga, sobre lajeado"	FLOR0049477
"2015-05-18 11:49:10-03"	IAP	PACA-AGP	37259	"Ceiba rivieri"	S	Plantae	Magnoliophyta	Magnoliatae	Malvales	Bombacaceae	Ceiba	rivieri		Schum.	Emrich-Rambo	1954	05	15		750		"Hatschbach, G."	1947	07	23				Brasil	PR	Morretes	Floresta	0	0	-48.8344	-25.4769	30514												"Habitat: in silva primaeva Fenofase: flor"	PACA037259
"2015-08-28 13:40:02-03"	IAP	PACA-AGP	115737	"Ceiba speciosa"	S	Plantae	Magnoliophyta	Magnoliatae	Malvales	Bombacaceae	Ceiba	speciosa		"(A. St.-Hil.) Ravenna"	"Verdi, M."	2010	03	15		3589		"Verdi, M."	2010	02	04				Brasil	SC	Urussanga	"Rio Salto"	-49.361389	-28.515833					200	200									"Florística IFFSC mv23 (arbórea); altura: 10m; cor/flor: rosa com amarelo Habitat: floresta ombrófila densa, beira da estrada Hábito: arbórea"	PACA115737
"2016-06-24 15:15:29-03"	UFRRJ	RBR	5913	"Ceiba sp."	S	Plantae				Malvaceae	Ceiba	sp.								730		"Menezes, LFT"	2001	01	19				Brasil	"Rio de Janeiro"	Mangaratiba	"Ilha da Marambaia, Praia Suja."	0	0	-44.0406	-22.9597	17272												"[BARCODE = RBR0005913]Árvore de 15 metros de altura, estéril, tronco com acúleos."	
"2016-06-24 15:15:29-03"	UFRRJ	RBR	23677	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"						224		"Nettesheim, FC"	2006	02	02				Brasil	"Rio de Janeiro"	Mangaratiba	"Ilha da Marambaia, Ponta do Varejo"	0	0	-44.0406	-22.9597	17272												"[BARCODE = RBR00023677]Cerca de 2,5 metros de altura, material estéril."	
"2017-02-09 14:56:48-02"	UFRRJ	RBR	3310	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Coelho, RA"	2016	12	14		2166		"Puttemans, A"	1903	03					Brasil	"São Paulo"	"São Paulo"		0	0	-46.63	-23.54	53584												"[BARCODE = RBR0003310]"	
"2017-04-24 16:27:49-03"	UEFS	HUEFS	210676	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									30		"Pezzini, F.F."	2014	04	29				Brasil	Piauí	Corrente	"Fazenda Jatobá."	-44.996944	-10.169444																HUEFS0210676
"2017-04-24 16:27:49-03"	UEFS	HUEFS	13698	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba											"Ganev, W."	1992	09					Brasil	Bahia	Abaíra		0	0	-41.6636	-13.2497	26531													HUEFS0013698
"2017-04-24 16:27:49-03"	UEFS	HUEFS	140239	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									1538		"Oliveira, R.P."	2008	05	02				Brasil	Bahia	"Feira de Santana"	"Distrito de Bonfim de Feira, ca. 30 km da cidade, na BA 052 ( estrada do feijão). Fazenda Retiro, km 20."	-39.186667	-12.163611					240	240									"Mata seca."	HUEFS0140239
"2017-04-24 16:27:49-03"	UEFS	HUEFS	166222	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									555		"Machado, R.F."	2010	07	04				Brasil	Bahia	"São Gabriel"	"Alto da Jurema. Caatinga arbórea."	-41.85	-11.183333															Caatinga	HUEFS0166222
"2017-04-24 16:27:49-03"	UEFS	HUEFS	167527	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									2888		"Carvalho-Sobrinho, J.G.de"	2010	11	02				Brasil	Goiás	"Nova Roma"	"estrada de terra para Iaciara. Floresta Estacional sobre afloramentos calcários com muitos indivíduos de Cavanillesia."	-46.85	-13.783333					478	478										HUEFS0167527
"2017-04-24 16:27:49-03"	UEFS	HUEFS	176630	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									15259		"Queiroz, L.P.de"	2011	05	29				Brasil	"Espírito Santo"	"Santa Teresa"	"Arboreta do Museu de Biologia Mello Leitão. Planta cultivada no arboreto do Museu."	-40.534444	-19.970556																HUEFS0176630
"2017-04-24 16:27:49-03"	UEFS	HUEFS	176824	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									329		"Machado, J.W.B."	1999	02	05				Brasil	Goiás	"São Domingos"	"Fazenda São Domingos, fragmento 1, final de linha 0."	0	0	-46.3183	-13.3983	73215												"Mata semidecídua antropizada."	HUEFS0176824
"2017-04-24 16:27:49-03"	UEFS	HUEFS	191172	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba				F.F.Pezzini	2016	05			209C		"Dias Martins, C.T.V.de"	2012	05	28				Brasil	Bahia	Juazeiro	"Entre Junco e Pau Preto."	0	0	-40.4986	-9.41167	76509												Caatinga.	HUEFS0191172
"2017-04-24 16:27:49-03"	UEFS	HUEFS	204553	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba				F.F.Pezzini	2016	05			3971		"Miranda, A.M."	2002	05	25				Brasil	Bahia	Remanso	"Pau Ferro."	0	0	-42.0814	-9.62167	75033												Caatinga.	HUEFS0204553
"2017-04-24 16:27:49-03"	UEFS	HUEFS	210652	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									6		"Pezzini, F.F."	2014	04	26				Brasil	Bahia	"Morro do Chapéu"	"Estrada para a gruta dos Brejões, BA."	-41.378611	-11.187222																HUEFS0210652
"2017-04-24 16:27:49-03"	UEFS	HUEFS	210660	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									14		"Pezzini, F.F."	2014	04	28				Brasil	Bahia	Barreiras	"Praça da cidade, próximo ao rio."	-44.998333	-12.212222																HUEFS0210660
"2017-04-24 16:27:49-03"	UEFS	HUEFS	210673	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									27		"Pezzini, F.F."	2014	04	29				Brasil	Piauí	Corrente	"Fazenda Pintada."	-45.035833	-10.1775																HUEFS0210673
"2017-04-24 16:27:49-03"	UEFS	HUEFS	210703	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									57		"Pezzini, F.F."	2014	05	05				Brasil	Piauí	"São Raimundo Nonato"	"Plantada em praça no bairro Paraiso dos Pássaros."	-42.684167	-9.162778																HUEFS0210703
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223036	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									104		"Pezzini, F.F."	2016	03	12				Brasil	"Minas Gerais"	Jaiba	"Estrada de Jaiba para Matias Cardoso"	0	0	-43.6744	-15.3383	47016		428	428										HUEFS0223036
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223037	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									105		"Pezzini, F.F."	2016	03	12				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.758333	-14.883056					489	489										HUEFS0223037
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223038	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									106		"Pezzini, F.F."	2016	03	12				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.757778	-14.883611																HUEFS0223038
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223039	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									107		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.754444	-14.885556																HUEFS0223039
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223040	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									108		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.754167	-14.885833																HUEFS0223040
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223041	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									109		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.754444	-14.885556																HUEFS0223041
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223043	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									111		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.754722	-14.885					490	490										HUEFS0223043
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223044	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									112		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.754722	-14.885556					493	493										HUEFS0223044
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223046	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									114		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.757778	-14.8875					498	498										HUEFS0223046
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223047	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									115		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.758056	-14.886111					496	496										HUEFS0223047
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223048	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									116		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.758056	-14.886111					492	492										HUEFS0223048
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223049	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									117		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.758056	-14.886111					495	495										HUEFS0223049
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223050	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									118		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.758056	-14.885556					492	492										HUEFS0223050
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223051	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									119		"Pezzini, F.F."	2016	03	13				Brasil	"Minas Gerais"	"Matias Cardoso"	"Próximo a Lajedão, terra do Sr. Raimundo Gato"	-43.758889	-14.886667					491	491										HUEFS0223051
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223052	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									120		"Pezzini, F.F."	2016	03	14				Brasil	Bahia	Iuiú	"Estrada de Manga - MG para Iuiú - BA"	-43.680278	-14.641944					494	494										HUEFS0223052
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223053	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									121		"Pezzini, F.F."	2016	03	14				Brasil	Bahia	Iuiú	"Estrada de Manga - MG para Iuiú - BA"	-43.637778	-14.606111					481	481										HUEFS0223053
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223054	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									122		"Pezzini, F.F."	2016	03	14				Brasil	Bahia	Anagé	"Estrada para a barragem"	-41.17	-14.638056					416	416										HUEFS0223054
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223056	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									124		"Pezzini, F.F."	2016	03	16				Brasil	Bahia	Itatim	"Morro do Thysoles"	-39.776667	-12.728333					294	294										HUEFS0223056
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223057	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									125		"Pezzini, F.F."	2016	03	16				Brasil	Bahia	Itatim	"Morro do Thysoles"	-39.776389	-12.728333					294	294										HUEFS0223057
"2017-04-24 16:27:49-03"	UEFS	HUEFS	223058	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									126		"Pezzini, F.F."	2016	03	16				Brasil	Bahia	Itatim	"Estrada após entrada Morro das Tocas"	-39.698333	-12.7275					283	283										HUEFS0223058
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223060	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									128		"Pezzini, F.F."	2016	03	18				Brasil	Bahia	Cafarnaum	"Estrada para distrito de Lapa Cercada, sentido Pedras - Cafarnaum"	0	0	-41.4683	-11.6936	33972													HUEFS0223060
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223061	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									129		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.637222	-11.787222					663	663										HUEFS0223061
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223062	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									130		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223062
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223063	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									131		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223063
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223064	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									132		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223064
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223065	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									133		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223065
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223066	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									134		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223066
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223067	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									135		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223067
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223068	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									136		"Pezzini, F.F."	2016	03	21				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223068
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223069	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									137		"Pezzini, F.F."	2016	03	22				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223069
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223070	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									138		"Pezzini, F.F."	2016	03	22				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223070
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223071	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									139		"Pezzini, F.F."	2016	03	22				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223071
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223072	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									140		"Pezzini, F.F."	2016	03	22				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223072
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223073	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									141		"Pezzini, F.F."	2016	03	22				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223073
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223074	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									142		"Pezzini, F.F."	2016	03	22				Brasil	Tocantins	"Novo Jardim"	"Afloramneto calcário área da Sharp Mineiradora"	-46.638333	-11.7875					660	660										HUEFS0223074
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223101	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									169		"Pezzini, F.F."	2016	04	27				Brasil	"Minas Gerais"	Januária	"PN Cavernas do Peruaçu, trilha para Piolho do Urubu"	-44.251944	-15.097778					697	697										HUEFS0223101
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223102	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									170		"Pezzini, F.F."	2016	04	27				Brasil	"Minas Gerais"	Januária	"PN Cavernas do Peruaçu, trilha para Piolho do Urubu"	-44.252222	-15.096944					704	704										HUEFS0223102
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223103	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									171		"Pezzini, F.F."	2016	04	27				Brasil	"Minas Gerais"	Januária	"PN Cavernas do Peruaçu, trilha para Piolho do Urubu"	-44.253056	-15.096944					708	708										HUEFS0223103
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223105	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									173		"Pezzini, F.F."	2016	04	28				Brasil	"Minas Gerais"	Januária	"PN Cavernas do Peruaçu, trilha para Silu"	-44.264444	-15.086667					707	707										HUEFS0223105
"2017-04-24 16:27:54-03"	UEFS	HUEFS	223106	Ceiba	S	Plantae	Angiospermae	Dicotyledoneae	Malvales	Malvaceae	Ceiba									174		"Pezzini, F.F."	2016	04	28				Brasil	"Minas Gerais"	Januária	"PN Cavernas do Peruaçu, trilha para Silu"	-44.264444	-15.086944					702	702										HUEFS0223106
